date,user_id,user_type,group,converted
05.03.2023,210395,old,control,0
05.03.2023,206187,old,control,0
05.03.2023,200674,new,treatment,0
05.03.2023,210403,new,control,0
05.03.2023,208072,old,treatment,0
05.03.2023,205621,old,control,0
05.03.2023,206089,new,control,1
05.03.2023,210698,new,treatment,0
05.03.2023,201115,old,control,0
05.03.2023,207408,old,treatment,0
05.03.2023,200927,new,control,0
05.03.2023,206956,new,treatment,0
05.03.2023,207434,new,treatment,0
05.03.2023,204209,old,control,1
05.03.2023,202451,new,control,0
05.03.2023,204545,new,control,0
05.03.2023,207362,old,treatment,0
05.03.2023,209047,old,control,0
05.03.2023,210817,old,control,1
05.03.2023,210805,new,control,0
05.03.2023,200924,old,treatment,0
05.03.2023,201118,old,treatment,0
05.03.2023,208086,old,treatment,0
05.03.2023,203765,old,control,1
05.03.2023,205547,new,control,0
05.03.2023,205119,new,control,0
05.03.2023,207389,old,control,0
05.03.2023,201857,new,control,0
05.03.2023,202667,old,control,0
05.03.2023,209790,old,treatment,0
05.03.2023,207457,old,control,0
05.03.2023,207373,old,control,0
05.03.2023,204849,old,control,1
05.03.2023,201073,new,control,0
05.03.2023,205503,new,control,0
05.03.2023,201059,new,control,1
05.03.2023,205397,old,control,0
06.03.2023,201511,new,control,1
06.03.2023,208583,old,control,0
06.03.2023,209013,new,control,0
06.03.2023,202459,old,control,0
06.03.2023,202132,old,treatment,1
06.03.2023,209080,new,treatment,0
06.03.2023,208210,new,treatment,0
06.03.2023,202788,old,treatment,0
06.03.2023,200530,old,treatment,0
06.03.2023,203433,old,control,0
06.03.2023,202769,new,control,0
06.03.2023,208129,old,control,0
06.03.2023,201536,old,treatment,0
06.03.2023,208956,old,treatment,0
06.03.2023,207285,old,control,0
06.03.2023,208254,old,treatment,0
06.03.2023,202765,new,control,0
06.03.2023,200345,old,control,0
06.03.2023,206204,old,treatment,0
06.03.2023,208366,new,treatment,0
06.03.2023,201219,old,control,1
06.03.2023,205858,new,treatment,0
06.03.2023,204011,old,control,1
06.03.2023,206171,new,control,0
06.03.2023,209073,new,control,0
06.03.2023,203401,old,control,0
06.03.2023,204022,old,treatment,0
06.03.2023,207352,new,treatment,0
06.03.2023,206812,new,treatment,1
06.03.2023,204455,old,control,0
06.03.2023,208893,old,control,0
06.03.2023,207645,new,control,0
06.03.2023,207759,new,control,0
06.03.2023,207662,new,treatment,0
06.03.2023,206129,old,control,0
06.03.2023,208450,old,treatment,0
06.03.2023,200560,old,treatment,0
06.03.2023,208084,old,treatment,0
06.03.2023,205195,old,control,0
06.03.2023,203623,new,control,0
06.03.2023,206635,new,control,0
06.03.2023,209422,old,treatment,0
06.03.2023,209450,new,treatment,0
06.03.2023,209110,old,treatment,0
06.03.2023,203176,old,treatment,0
06.03.2023,205093,new,control,0
06.03.2023,200711,new,control,0
06.03.2023,204505,old,control,1
06.03.2023,208499,old,control,0
06.03.2023,207786,new,treatment,0
06.03.2023,205299,new,control,0
06.03.2023,202889,new,control,0
06.03.2023,200444,old,treatment,0
06.03.2023,203210,new,treatment,0
06.03.2023,201575,old,control,0
06.03.2023,204426,old,treatment,0
06.03.2023,208362,old,treatment,0
06.03.2023,210653,new,control,0
06.03.2023,203483,old,control,0
06.03.2023,200016,new,treatment,0
06.03.2023,208802,old,treatment,0
06.03.2023,207499,old,control,0
06.03.2023,206889,old,control,0
06.03.2023,204234,old,treatment,0
06.03.2023,204055,new,control,0
06.03.2023,209625,old,control,0
06.03.2023,200622,new,treatment,0
06.03.2023,202723,old,control,0
06.03.2023,208186,old,treatment,0
06.03.2023,202954,old,treatment,0
06.03.2023,208386,old,treatment,0
06.03.2023,203290,old,treatment,0
06.03.2023,210200,new,treatment,0
06.03.2023,203254,old,treatment,0
06.03.2023,204069,old,control,0
06.03.2023,201439,old,control,0
06.03.2023,201193,new,control,0
06.03.2023,208675,new,control,0
06.03.2023,207640,old,treatment,0
06.03.2023,201599,old,control,0
06.03.2023,200335,old,control,0
06.03.2023,207412,old,treatment,0
06.03.2023,205966,new,treatment,0
06.03.2023,203565,old,control,0
06.03.2023,202642,old,treatment,0
06.03.2023,209011,new,control,0
06.03.2023,200738,old,treatment,0
06.03.2023,201170,old,treatment,0
06.03.2023,204894,old,treatment,0
06.03.2023,208107,old,control,0
06.03.2023,206068,new,treatment,0
06.03.2023,204476,old,treatment,0
06.03.2023,201568,new,treatment,0
06.03.2023,210379,old,control,0
06.03.2023,207066,new,treatment,0
06.03.2023,205664,old,treatment,0
06.03.2023,209735,new,control,0
06.03.2023,207540,new,treatment,0
06.03.2023,209076,old,treatment,0
06.03.2023,206281,old,control,0
06.03.2023,202522,old,treatment,0
06.03.2023,203430,old,treatment,0
06.03.2023,208226,old,treatment,0
06.03.2023,208656,new,treatment,1
06.03.2023,202241,new,control,0
06.03.2023,209268,old,treatment,0
06.03.2023,204830,new,treatment,0
06.03.2023,203083,old,control,0
06.03.2023,203153,old,control,0
06.03.2023,208681,new,control,0
06.03.2023,201495,old,control,0
06.03.2023,204073,new,control,0
06.03.2023,208961,old,control,0
06.03.2023,207254,new,treatment,0
06.03.2023,209964,old,treatment,0
06.03.2023,202932,old,treatment,1
06.03.2023,200162,new,treatment,0
06.03.2023,200465,old,control,0
06.03.2023,200382,old,treatment,0
06.03.2023,205187,new,control,0
06.03.2023,208905,old,control,0
06.03.2023,208296,new,treatment,0
06.03.2023,204084,new,treatment,0
06.03.2023,208821,old,control,0
06.03.2023,208306,old,treatment,0
06.03.2023,202431,old,control,1
06.03.2023,202802,old,treatment,0
06.03.2023,201845,new,control,0
06.03.2023,205374,old,treatment,0
06.03.2023,210599,old,control,0
06.03.2023,209552,old,treatment,0
06.03.2023,203666,new,treatment,0
06.03.2023,205676,old,treatment,0
06.03.2023,208441,old,control,0
06.03.2023,205442,new,treatment,0
06.03.2023,203870,old,treatment,0
06.03.2023,203930,old,treatment,0
06.03.2023,203037,new,control,0
06.03.2023,200526,new,treatment,0
06.03.2023,202004,old,treatment,0
06.03.2023,203310,new,treatment,0
06.03.2023,206320,old,treatment,0
06.03.2023,204555,old,control,0
06.03.2023,201921,old,control,0
06.03.2023,204817,new,control,0
06.03.2023,210475,old,control,0
06.03.2023,210135,new,control,0
06.03.2023,203136,new,treatment,0
06.03.2023,204388,new,treatment,0
06.03.2023,205875,old,control,0
06.03.2023,209812,old,treatment,0
06.03.2023,206039,new,control,0
06.03.2023,210675,old,control,1
06.03.2023,203727,old,control,1
06.03.2023,205180,old,treatment,0
06.03.2023,201704,old,treatment,0
06.03.2023,207507,new,control,0
06.03.2023,205095,new,control,0
06.03.2023,209675,old,control,0
06.03.2023,209701,old,control,0
06.03.2023,201761,old,control,0
06.03.2023,200288,old,treatment,0
06.03.2023,206722,old,treatment,0
06.03.2023,210786,old,treatment,0
06.03.2023,210709,new,control,0
07.03.2023,207883,old,control,0
07.03.2023,201756,old,treatment,0
07.03.2023,201150,old,treatment,0
07.03.2023,208763,new,control,1
07.03.2023,206337,old,control,0
07.03.2023,203824,new,treatment,0
07.03.2023,206672,old,treatment,0
07.03.2023,206554,new,treatment,0
07.03.2023,206772,old,treatment,0
07.03.2023,202174,old,treatment,0
07.03.2023,205416,old,treatment,0
07.03.2023,209333,old,control,0
07.03.2023,201507,new,control,0
07.03.2023,208146,new,treatment,0
07.03.2023,204163,new,control,0
07.03.2023,201837,new,control,0
07.03.2023,205215,new,control,0
07.03.2023,207026,new,treatment,0
07.03.2023,209046,old,treatment,0
07.03.2023,204407,old,control,0
07.03.2023,205382,old,treatment,0
07.03.2023,209783,new,control,0
07.03.2023,204873,new,control,0
07.03.2023,202981,new,control,0
07.03.2023,207779,new,control,0
07.03.2023,209118,old,treatment,0
07.03.2023,207915,new,control,1
07.03.2023,202108,new,treatment,1
07.03.2023,209662,new,treatment,0
07.03.2023,204657,old,control,0
07.03.2023,210411,new,control,0
07.03.2023,204791,new,control,0
07.03.2023,200856,new,treatment,0
07.03.2023,206995,old,control,0
07.03.2023,202542,old,treatment,0
07.03.2023,204311,old,control,0
07.03.2023,210338,old,treatment,0
07.03.2023,207679,old,control,0
07.03.2023,207913,old,control,0
07.03.2023,208888,old,treatment,0
07.03.2023,200124,old,treatment,0
07.03.2023,207825,old,control,0
07.03.2023,208818,new,treatment,0
07.03.2023,204299,old,control,0
07.03.2023,208868,new,treatment,0
07.03.2023,209524,old,treatment,0
07.03.2023,209890,old,treatment,0
07.03.2023,202093,old,control,0
07.03.2023,206821,old,control,0
07.03.2023,205813,old,control,0
07.03.2023,204846,new,treatment,0
07.03.2023,206530,new,treatment,0
07.03.2023,204196,old,treatment,1
07.03.2023,206000,new,treatment,0
07.03.2023,203473,new,control,0
07.03.2023,200549,new,control,0
07.03.2023,210331,new,control,0
07.03.2023,207998,old,treatment,0
07.03.2023,201424,old,treatment,0
07.03.2023,201355,new,control,0
07.03.2023,206660,new,treatment,0
07.03.2023,203140,old,treatment,0
07.03.2023,204175,new,control,0
07.03.2023,206631,new,control,0
07.03.2023,201066,old,treatment,0
07.03.2023,202008,old,treatment,0
07.03.2023,204474,old,treatment,0
07.03.2023,210934,old,treatment,0
07.03.2023,210717,old,control,0
07.03.2023,203334,new,treatment,0
07.03.2023,202235,old,control,0
07.03.2023,202118,old,treatment,0
07.03.2023,210290,old,treatment,0
07.03.2023,200122,new,treatment,0
07.03.2023,206609,old,control,0
07.03.2023,207449,old,control,0
07.03.2023,208433,new,control,0
07.03.2023,209180,old,treatment,0
07.03.2023,201617,old,control,0
07.03.2023,201039,new,control,0
07.03.2023,209061,old,control,0
07.03.2023,204723,new,control,0
07.03.2023,200572,old,treatment,0
07.03.2023,201063,old,control,0
07.03.2023,210538,old,treatment,0
07.03.2023,209337,old,control,0
07.03.2023,207957,old,control,0
07.03.2023,209999,old,control,0
07.03.2023,201695,new,control,0
07.03.2023,210456,new,treatment,0
07.03.2023,205132,old,treatment,0
07.03.2023,202114,new,treatment,1
07.03.2023,203926,new,treatment,1
07.03.2023,204021,new,control,0
07.03.2023,208837,new,control,0
07.03.2023,201563,new,control,0
07.03.2023,208851,old,control,0
07.03.2023,208530,new,treatment,1
07.03.2023,207125,old,control,0
07.03.2023,203494,new,treatment,0
07.03.2023,209594,old,treatment,0
07.03.2023,206597,old,control,0
07.03.2023,206565,old,control,1
07.03.2023,207295,new,control,0
07.03.2023,202860,old,treatment,0
07.03.2023,204992,old,treatment,0
07.03.2023,200664,new,treatment,0
07.03.2023,210105,old,control,0
07.03.2023,200590,new,treatment,0
07.03.2023,201614,old,treatment,0
07.03.2023,207169,new,control,0
07.03.2023,209635,old,control,0
07.03.2023,203516,new,treatment,0
07.03.2023,204712,old,treatment,0
07.03.2023,203726,new,treatment,0
07.03.2023,209198,old,treatment,0
07.03.2023,209059,new,control,0
07.03.2023,206106,new,treatment,0
07.03.2023,205366,old,treatment,0
07.03.2023,205599,new,control,0
07.03.2023,202432,old,treatment,0
07.03.2023,204880,new,treatment,0
07.03.2023,209923,old,control,0
07.03.2023,200035,new,control,0
07.03.2023,208383,old,control,0
07.03.2023,205079,new,control,0
07.03.2023,203030,old,treatment,0
07.03.2023,201602,old,treatment,0
07.03.2023,207925,old,control,0
07.03.2023,205130,old,treatment,0
07.03.2023,204859,old,control,0
07.03.2023,205211,new,control,0
07.03.2023,202905,new,control,0
07.03.2023,205378,old,treatment,0
07.03.2023,208195,old,control,0
07.03.2023,206517,new,control,0
07.03.2023,210486,old,treatment,0
07.03.2023,208283,old,control,0
07.03.2023,205601,new,control,0
07.03.2023,201232,old,treatment,0
07.03.2023,204577,new,control,0
07.03.2023,202854,old,treatment,1
07.03.2023,209331,old,control,0
07.03.2023,208398,old,treatment,0
07.03.2023,200300,new,treatment,0
07.03.2023,208538,old,treatment,0
07.03.2023,208145,old,control,0
07.03.2023,207345,old,control,0
07.03.2023,210552,old,treatment,0
07.03.2023,201820,old,treatment,0
07.03.2023,206816,new,treatment,0
07.03.2023,204994,new,treatment,0
07.03.2023,207558,new,treatment,1
07.03.2023,205483,new,control,0
07.03.2023,200595,old,control,0
07.03.2023,209683,new,control,0
07.03.2023,203992,old,treatment,0
07.03.2023,204430,old,treatment,0
07.03.2023,203146,old,treatment,0
07.03.2023,210829,new,control,0
07.03.2023,204875,old,control,0
07.03.2023,203850,old,treatment,0
07.03.2023,206013,old,control,0
07.03.2023,210303,new,control,0
07.03.2023,202213,new,control,0
08.03.2023,203068,old,treatment,0
08.03.2023,202609,new,control,0
08.03.2023,210505,old,control,0
08.03.2023,210241,old,control,0
08.03.2023,204914,old,treatment,1
08.03.2023,206313,old,control,0
08.03.2023,200462,new,treatment,0
08.03.2023,210598,old,treatment,0
08.03.2023,204623,new,control,0
08.03.2023,210032,old,treatment,0
08.03.2023,204844,old,treatment,0
08.03.2023,209200,new,treatment,0
08.03.2023,208639,old,control,0
08.03.2023,200004,new,treatment,0
08.03.2023,202785,new,control,0
08.03.2023,202741,old,control,0
08.03.2023,202748,old,treatment,0
08.03.2023,200986,old,treatment,0
08.03.2023,209648,old,treatment,0
08.03.2023,206974,old,treatment,0
08.03.2023,203453,old,control,0
08.03.2023,208625,old,control,0
08.03.2023,210513,new,control,0
08.03.2023,206225,old,control,0
08.03.2023,206360,old,treatment,0
08.03.2023,202204,new,treatment,0
08.03.2023,200501,new,control,0
08.03.2023,207533,old,control,0
08.03.2023,209241,old,control,0
08.03.2023,203521,new,control,0
08.03.2023,206953,old,control,0
08.03.2023,200644,old,treatment,1
08.03.2023,203909,old,control,0
08.03.2023,207308,new,treatment,0
08.03.2023,209325,new,control,0
08.03.2023,207265,old,control,0
08.03.2023,201815,old,control,0
08.03.2023,207458,new,treatment,0
08.03.2023,201122,new,treatment,0
08.03.2023,204065,old,control,0
08.03.2023,203216,new,treatment,0
08.03.2023,201477,old,control,1
08.03.2023,209505,new,control,0
08.03.2023,207526,old,treatment,0
08.03.2023,209983,old,control,0
08.03.2023,207159,old,control,0
08.03.2023,208182,old,treatment,0
08.03.2023,206948,new,treatment,0
08.03.2023,210440,new,treatment,0
08.03.2023,201325,old,control,0
08.03.2023,204215,new,control,0
08.03.2023,204392,new,treatment,0
08.03.2023,201178,old,treatment,0
08.03.2023,210761,old,control,0
08.03.2023,208863,old,control,1
08.03.2023,206829,new,control,0
08.03.2023,203645,new,control,0
08.03.2023,205021,old,control,0
08.03.2023,209561,new,control,0
08.03.2023,204963,old,control,0
08.03.2023,209937,new,control,0
08.03.2023,203088,old,treatment,1
08.03.2023,204329,new,control,0
08.03.2023,209220,new,treatment,0
08.03.2023,206005,old,control,0
08.03.2023,209083,new,control,0
08.03.2023,200801,old,control,0
08.03.2023,206960,old,treatment,0
08.03.2023,200985,new,control,0
08.03.2023,208143,new,control,0
08.03.2023,202441,old,control,0
08.03.2023,209907,old,control,0
08.03.2023,207035,old,control,0
08.03.2023,200060,old,treatment,0
08.03.2023,202904,old,treatment,0
08.03.2023,206759,old,control,0
08.03.2023,210316,old,treatment,0
08.03.2023,209702,old,treatment,0
08.03.2023,201715,old,control,0
08.03.2023,203593,new,control,0
08.03.2023,201327,old,control,0
08.03.2023,201590,new,treatment,0
08.03.2023,206563,new,control,0
08.03.2023,202561,old,control,1
08.03.2023,201729,new,control,0
08.03.2023,202030,new,treatment,0
08.03.2023,206484,old,treatment,0
08.03.2023,201655,old,control,1
08.03.2023,205290,new,treatment,0
08.03.2023,205625,new,control,0
08.03.2023,200224,old,treatment,0
08.03.2023,208875,new,control,0
08.03.2023,204847,old,control,0
08.03.2023,200445,new,control,1
08.03.2023,200949,old,control,0
08.03.2023,210516,old,treatment,1
08.03.2023,204318,new,treatment,0
08.03.2023,207220,new,treatment,0
08.03.2023,200338,old,treatment,0
08.03.2023,207598,old,treatment,0
08.03.2023,203219,old,control,0
08.03.2023,206564,new,treatment,0
08.03.2023,200458,old,treatment,0
08.03.2023,207506,old,treatment,1
08.03.2023,202144,new,treatment,0
08.03.2023,205134,old,treatment,0
08.03.2023,210975,old,control,0
08.03.2023,206114,new,treatment,0
08.03.2023,203877,old,control,0
08.03.2023,204686,old,treatment,0
08.03.2023,203273,old,control,0
08.03.2023,204181,old,control,0
08.03.2023,202596,old,treatment,1
08.03.2023,206322,old,treatment,0
08.03.2023,209084,new,treatment,0
08.03.2023,210916,new,treatment,0
08.03.2023,200684,old,treatment,0
08.03.2023,208742,old,treatment,1
08.03.2023,202552,old,treatment,0
08.03.2023,201582,old,treatment,0
08.03.2023,202790,old,treatment,0
08.03.2023,203671,new,control,0
08.03.2023,206487,new,control,0
08.03.2023,204614,old,treatment,0
08.03.2023,210243,new,control,0
08.03.2023,202084,old,treatment,0
08.03.2023,207240,new,treatment,0
08.03.2023,200955,old,control,0
08.03.2023,207652,old,treatment,0
08.03.2023,210604,old,treatment,0
08.03.2023,207602,new,treatment,0
08.03.2023,204040,old,treatment,0
08.03.2023,208045,old,control,0
08.03.2023,204937,old,control,0
08.03.2023,206720,new,treatment,0
08.03.2023,204015,new,control,0
08.03.2023,207119,old,control,0
08.03.2023,201667,old,control,1
08.03.2023,206431,new,control,0
08.03.2023,202420,old,treatment,0
08.03.2023,203017,old,control,0
08.03.2023,201260,old,treatment,0
08.03.2023,202102,new,treatment,0
08.03.2023,204278,new,treatment,0
08.03.2023,202909,new,control,0
08.03.2023,208245,new,control,0
08.03.2023,202896,old,treatment,0
08.03.2023,207427,new,control,0
08.03.2023,204297,new,control,0
08.03.2023,205794,old,treatment,0
08.03.2023,201482,new,treatment,0
08.03.2023,210311,old,control,0
08.03.2023,202900,old,treatment,0
08.03.2023,209455,new,control,0
08.03.2023,203707,new,control,0
08.03.2023,201196,old,treatment,0
08.03.2023,206258,old,treatment,0
08.03.2023,200846,old,treatment,0
08.03.2023,203826,old,treatment,0
08.03.2023,206441,old,control,0
08.03.2023,205907,new,control,0
08.03.2023,208971,new,control,0
08.03.2023,204895,new,control,0
08.03.2023,209482,new,treatment,0
08.03.2023,210152,new,treatment,0
09.03.2023,201374,old,treatment,0
09.03.2023,208767,new,control,0
09.03.2023,202806,new,treatment,0
09.03.2023,200858,old,treatment,0
09.03.2023,206075,old,control,0
09.03.2023,209950,old,treatment,0
09.03.2023,200469,old,control,0
09.03.2023,208121,old,control,0
09.03.2023,209792,new,treatment,0
09.03.2023,209082,new,treatment,0
09.03.2023,203050,new,treatment,0
09.03.2023,203066,old,treatment,0
09.03.2023,202273,old,control,0
09.03.2023,209568,old,treatment,0
09.03.2023,202189,new,control,0
09.03.2023,201021,old,control,0
09.03.2023,208456,new,treatment,0
09.03.2023,207857,old,control,0
09.03.2023,202223,new,control,0
09.03.2023,205960,old,treatment,0
09.03.2023,202703,old,control,0
09.03.2023,200134,old,treatment,0
09.03.2023,209935,new,control,0
09.03.2023,205523,new,control,0
09.03.2023,210756,new,treatment,0
09.03.2023,208786,old,treatment,0
09.03.2023,206970,old,treatment,0
09.03.2023,208878,new,treatment,0
09.03.2023,203493,old,control,0
09.03.2023,210803,old,control,0
09.03.2023,206897,old,control,0
09.03.2023,208180,new,treatment,0
09.03.2023,210367,new,control,0
09.03.2023,206698,new,treatment,0
09.03.2023,200245,old,control,0
09.03.2023,205847,old,control,0
09.03.2023,202282,old,treatment,0
09.03.2023,201114,new,treatment,0
09.03.2023,200842,old,treatment,0
09.03.2023,210852,new,treatment,0
09.03.2023,208165,old,control,0
09.03.2023,208173,old,control,0
09.03.2023,206285,old,control,0
09.03.2023,207972,new,treatment,0
09.03.2023,203312,new,treatment,0
09.03.2023,200871,new,control,0
09.03.2023,209252,new,treatment,0
09.03.2023,208532,new,treatment,0
09.03.2023,204003,old,control,0
09.03.2023,203423,old,control,0
09.03.2023,206371,new,control,0
09.03.2023,205526,old,treatment,0
09.03.2023,200212,old,treatment,0
09.03.2023,209626,new,treatment,0
09.03.2023,203957,old,control,0
09.03.2023,201579,old,control,0
09.03.2023,200172,new,treatment,0
09.03.2023,209101,new,control,0
09.03.2023,204269,old,control,0
09.03.2023,206243,old,control,0
09.03.2023,210125,new,control,0
09.03.2023,209300,old,treatment,0
09.03.2023,208671,new,control,0
09.03.2023,207276,new,treatment,0
09.03.2023,203976,old,treatment,0
09.03.2023,209686,old,treatment,0
09.03.2023,202951,old,control,0
09.03.2023,207896,old,treatment,0
09.03.2023,206845,old,control,0
09.03.2023,208074,new,treatment,0
09.03.2023,207300,old,treatment,0
09.03.2023,210343,old,control,0
09.03.2023,206485,new,control,0
09.03.2023,205372,old,treatment,0
09.03.2023,208189,new,control,0
09.03.2023,206088,old,treatment,0
09.03.2023,203887,old,control,0
09.03.2023,204694,old,treatment,0
09.03.2023,204212,old,treatment,0
09.03.2023,203931,old,control,0
09.03.2023,202975,new,control,0
09.03.2023,207625,new,control,0
09.03.2023,205246,old,treatment,1
09.03.2023,207521,new,control,0
09.03.2023,204370,old,treatment,0
09.03.2023,209197,new,control,0
09.03.2023,209368,old,treatment,1
09.03.2023,204077,new,control,0
09.03.2023,204646,new,treatment,0
09.03.2023,207467,new,control,0
09.03.2023,204115,new,control,0
09.03.2023,206593,old,control,0
09.03.2023,200833,old,control,0
09.03.2023,207109,new,control,0
09.03.2023,209720,new,treatment,0
09.03.2023,200978,old,treatment,0
09.03.2023,204918,old,treatment,0
09.03.2023,206888,old,treatment,0
09.03.2023,204302,old,treatment,0
09.03.2023,208218,old,treatment,0
09.03.2023,207230,new,treatment,0
09.03.2023,208388,old,treatment,0
09.03.2023,200983,old,control,0
09.03.2023,201642,new,treatment,0
09.03.2023,208250,old,treatment,0
09.03.2023,210671,new,control,0
09.03.2023,200236,old,treatment,0
09.03.2023,207259,old,control,0
09.03.2023,200114,old,treatment,0
09.03.2023,210987,old,control,0
09.03.2023,201860,old,treatment,0
09.03.2023,209577,new,control,0
09.03.2023,200976,new,treatment,0
09.03.2023,209642,new,treatment,0
09.03.2023,207978,new,treatment,0
09.03.2023,207787,old,control,0
09.03.2023,210928,new,treatment,0
09.03.2023,207123,old,control,0
09.03.2023,201101,new,control,0
09.03.2023,208662,new,treatment,0
09.03.2023,204380,old,treatment,1
09.03.2023,209803,old,control,0
09.03.2023,205569,old,control,0
09.03.2023,203272,old,treatment,1
09.03.2023,207025,new,control,0
09.03.2023,208651,new,control,0
09.03.2023,202531,old,control,0
09.03.2023,205279,new,control,0
09.03.2023,205656,old,treatment,0
09.03.2023,206376,old,treatment,1
09.03.2023,210632,old,treatment,0
09.03.2023,206685,old,control,0
09.03.2023,201898,new,treatment,0
09.03.2023,204116,old,treatment,0
09.03.2023,207069,old,control,0
09.03.2023,201570,old,treatment,0
09.03.2023,202530,new,treatment,0
09.03.2023,204685,new,control,0
09.03.2023,209685,old,control,0
09.03.2023,206534,old,treatment,0
09.03.2023,207298,old,treatment,0
09.03.2023,207314,new,treatment,0
09.03.2023,206101,old,control,0
09.03.2023,207834,new,treatment,0
09.03.2023,210536,new,treatment,0
09.03.2023,211021,old,control,0
09.03.2023,209356,old,treatment,0
09.03.2023,208558,old,treatment,0
09.03.2023,205821,old,control,0
09.03.2023,208514,new,treatment,0
09.03.2023,201870,new,treatment,0
09.03.2023,203326,old,treatment,0
09.03.2023,206108,new,treatment,0
09.03.2023,210205,old,control,0
09.03.2023,204279,new,control,0
09.03.2023,204057,old,control,0
09.03.2023,207322,new,treatment,0
09.03.2023,205747,new,control,0
09.03.2023,205424,old,treatment,0
09.03.2023,209700,new,treatment,0
09.03.2023,204526,new,treatment,1
09.03.2023,205670,old,treatment,0
