date,user_id,group,converted
01.03.2023,100139,treatment,0
01.03.2023,100140,control,0
01.03.2023,100141,treatment,0
01.03.2023,100142,control,0
01.03.2023,100143,treatment,0
01.03.2023,100144,control,0
01.03.2023,100145,treatment,0
01.03.2023,100146,control,0
01.03.2023,100147,treatment,0
01.03.2023,100148,control,0
01.03.2023,100149,treatment,1
01.03.2023,100150,control,0
01.03.2023,100151,treatment,0
01.03.2023,100152,control,0
01.03.2023,100153,treatment,0
01.03.2023,100154,control,0
01.03.2023,100155,treatment,0
01.03.2023,100156,control,0
01.03.2023,100157,treatment,0
01.03.2023,100158,control,0
01.03.2023,100159,treatment,0
01.03.2023,100160,control,0
01.03.2023,100161,treatment,0
01.03.2023,100162,control,0
01.03.2023,100163,treatment,0
01.03.2023,100164,control,0
01.03.2023,100165,treatment,0
01.03.2023,100166,control,0
01.03.2023,100167,treatment,0
01.03.2023,100168,control,0
01.03.2023,100169,treatment,0
01.03.2023,100170,control,0
01.03.2023,100171,treatment,0
01.03.2023,100172,control,0
01.03.2023,100173,treatment,0
01.03.2023,100174,control,0
01.03.2023,100175,treatment,0
01.03.2023,100176,control,0
01.03.2023,100177,treatment,1
01.03.2023,100178,control,0
01.03.2023,100179,treatment,1
01.03.2023,100180,control,0
01.03.2023,100181,treatment,0
01.03.2023,100182,control,0
01.03.2023,100183,treatment,0
01.03.2023,100184,control,0
01.03.2023,100185,treatment,1
01.03.2023,100186,control,0
01.03.2023,100187,treatment,1
01.03.2023,100188,control,0
01.03.2023,100189,treatment,0
01.03.2023,100190,control,0
01.03.2023,100191,treatment,0
01.03.2023,100192,control,0
01.03.2023,100193,treatment,0
01.03.2023,100194,control,0
01.03.2023,100195,treatment,0
01.03.2023,100196,control,0
01.03.2023,100197,treatment,0
01.03.2023,100198,control,0
01.03.2023,100199,treatment,0
01.03.2023,100200,control,0
01.03.2023,100201,treatment,0
01.03.2023,100202,control,0
01.03.2023,100203,treatment,0
01.03.2023,100204,control,0
01.03.2023,100205,treatment,0
01.03.2023,100206,control,0
01.03.2023,100207,treatment,0
01.03.2023,100208,control,0
01.03.2023,100209,treatment,0
01.03.2023,100210,control,0
01.03.2023,100211,treatment,0
01.03.2023,100212,control,0
01.03.2023,100213,treatment,0
01.03.2023,100214,control,1
01.03.2023,100215,treatment,0
01.03.2023,100216,control,1
01.03.2023,100217,treatment,0
01.03.2023,100218,control,0
01.03.2023,100219,treatment,0
01.03.2023,100220,control,0
01.03.2023,100221,treatment,0
01.03.2023,100222,control,0
01.03.2023,100223,treatment,0
01.03.2023,100224,control,0
01.03.2023,100225,treatment,0
01.03.2023,100226,control,0
01.03.2023,100227,treatment,0
01.03.2023,100228,control,0
01.03.2023,100229,treatment,0
01.03.2023,100230,control,0
01.03.2023,100231,treatment,0
01.03.2023,100232,control,1
01.03.2023,100233,treatment,0
01.03.2023,100234,control,0
01.03.2023,100235,treatment,0
01.03.2023,100236,control,0
01.03.2023,100237,treatment,1
01.03.2023,100238,control,0
01.03.2023,100239,treatment,0
01.03.2023,100240,control,0
01.03.2023,100241,treatment,0
01.03.2023,100242,control,0
01.03.2023,100243,treatment,0
01.03.2023,100244,control,0
01.03.2023,100245,treatment,0
01.03.2023,100246,control,0
01.03.2023,100247,treatment,0
01.03.2023,100248,control,0
02.03.2023,100000,control,0
02.03.2023,100001,treatment,0
02.03.2023,100002,control,0
02.03.2023,100003,treatment,0
02.03.2023,100004,control,0
02.03.2023,100005,treatment,0
02.03.2023,100006,control,0
02.03.2023,100007,treatment,0
02.03.2023,100008,control,0
02.03.2023,100009,treatment,0
02.03.2023,100010,control,0
02.03.2023,100011,treatment,0
02.03.2023,100012,control,0
02.03.2023,100013,treatment,0
02.03.2023,100014,control,0
02.03.2023,100015,treatment,0
02.03.2023,100016,control,0
02.03.2023,100017,treatment,0
02.03.2023,100018,control,0
02.03.2023,100019,treatment,0
02.03.2023,100020,control,0
02.03.2023,100021,treatment,0
02.03.2023,100022,control,0
02.03.2023,100023,treatment,0
02.03.2023,100024,control,0
02.03.2023,100025,treatment,0
02.03.2023,100026,control,0
02.03.2023,100027,treatment,0
02.03.2023,100028,control,0
02.03.2023,100029,treatment,0
02.03.2023,100030,control,0
02.03.2023,100031,treatment,0
02.03.2023,100032,control,0
02.03.2023,100033,treatment,0
02.03.2023,100034,control,0
02.03.2023,100035,treatment,0
02.03.2023,100036,control,0
02.03.2023,100037,treatment,0
02.03.2023,100038,control,0
02.03.2023,100039,treatment,0
02.03.2023,100040,control,0
02.03.2023,100041,treatment,0
02.03.2023,100042,control,0
02.03.2023,100043,treatment,1
02.03.2023,100044,control,0
02.03.2023,100045,treatment,0
02.03.2023,100046,control,0
02.03.2023,100047,treatment,0
02.03.2023,100048,control,0
02.03.2023,100049,treatment,0
02.03.2023,100050,control,0
02.03.2023,100051,treatment,0
02.03.2023,100052,control,0
02.03.2023,100053,treatment,0
02.03.2023,100054,control,0
02.03.2023,100055,treatment,0
02.03.2023,100056,control,1
02.03.2023,100057,treatment,0
02.03.2023,100058,control,0
02.03.2023,100059,treatment,0
02.03.2023,100060,control,0
02.03.2023,100061,treatment,0
02.03.2023,100062,control,0
02.03.2023,100063,treatment,0
02.03.2023,100064,control,0
02.03.2023,100065,treatment,0
02.03.2023,100066,control,0
02.03.2023,100067,treatment,0
02.03.2023,100068,control,0
02.03.2023,100069,treatment,1
02.03.2023,100070,control,0
02.03.2023,100071,treatment,0
02.03.2023,100072,control,0
02.03.2023,100073,treatment,0
02.03.2023,100074,control,0
02.03.2023,100075,treatment,0
02.03.2023,100076,control,0
02.03.2023,100077,treatment,0
02.03.2023,100078,control,0
02.03.2023,100079,treatment,0
02.03.2023,100080,control,0
02.03.2023,100081,treatment,0
02.03.2023,100082,control,0
02.03.2023,100083,treatment,0
02.03.2023,100084,control,0
02.03.2023,100085,treatment,0
02.03.2023,100086,control,0
02.03.2023,100087,treatment,0
02.03.2023,100088,control,0
02.03.2023,100089,treatment,0
02.03.2023,100090,control,0
02.03.2023,100091,treatment,0
02.03.2023,100092,control,0
02.03.2023,100093,treatment,0
02.03.2023,100094,control,1
02.03.2023,100095,treatment,0
02.03.2023,100096,control,0
02.03.2023,100097,treatment,0
02.03.2023,100098,control,0
02.03.2023,100099,treatment,0
02.03.2023,100100,control,0
02.03.2023,100101,treatment,0
02.03.2023,100102,control,0
02.03.2023,100103,treatment,0
02.03.2023,100104,control,0
02.03.2023,100105,treatment,0
02.03.2023,100106,control,0
02.03.2023,100107,treatment,0
02.03.2023,100108,control,1
02.03.2023,100109,treatment,1
02.03.2023,100110,control,0
02.03.2023,100111,treatment,0
02.03.2023,100112,control,0
02.03.2023,100113,treatment,0
02.03.2023,100114,control,0
02.03.2023,100115,treatment,0
02.03.2023,100116,control,0
02.03.2023,100117,treatment,0
02.03.2023,100118,control,0
02.03.2023,100119,treatment,0
02.03.2023,100120,control,0
02.03.2023,100121,treatment,0
02.03.2023,100122,control,0
02.03.2023,100123,treatment,0
02.03.2023,100124,control,0
02.03.2023,100125,treatment,0
02.03.2023,100126,control,0
02.03.2023,100127,treatment,0
02.03.2023,100128,control,0
02.03.2023,100129,treatment,0
02.03.2023,100130,control,0
02.03.2023,100131,treatment,0
02.03.2023,100132,control,0
02.03.2023,100133,treatment,0
02.03.2023,100134,control,0
02.03.2023,100135,treatment,0
02.03.2023,100136,control,0
02.03.2023,100137,treatment,0
02.03.2023,100138,control,0
02.03.2023,100139,treatment,0
02.03.2023,100140,control,0
02.03.2023,100141,treatment,0
02.03.2023,100142,control,0
02.03.2023,100143,treatment,0
02.03.2023,100144,control,0
02.03.2023,100145,treatment,0
02.03.2023,100146,control,0
02.03.2023,100147,treatment,0
02.03.2023,100148,control,0
02.03.2023,100149,treatment,0
02.03.2023,100150,control,0
02.03.2023,100151,treatment,0
02.03.2023,100152,control,0
02.03.2023,100153,treatment,0
02.03.2023,100154,control,0
02.03.2023,100155,treatment,0
02.03.2023,100156,control,0
02.03.2023,100157,treatment,0
02.03.2023,100158,control,0
02.03.2023,100159,treatment,1
02.03.2023,100160,control,0
02.03.2023,100161,treatment,0
02.03.2023,100162,control,0
02.03.2023,100163,treatment,0
02.03.2023,100164,control,0
02.03.2023,100165,treatment,0
02.03.2023,100166,control,0
02.03.2023,100167,treatment,0
02.03.2023,100168,control,0
02.03.2023,100169,treatment,0
02.03.2023,100170,control,0
02.03.2023,100171,treatment,0
02.03.2023,100172,control,0
02.03.2023,100173,treatment,0
02.03.2023,100174,control,0
02.03.2023,100175,treatment,0
02.03.2023,100176,control,0
02.03.2023,100177,treatment,0
02.03.2023,100178,control,0
02.03.2023,100179,treatment,0
02.03.2023,100180,control,0
02.03.2023,100181,treatment,0
02.03.2023,100182,control,0
02.03.2023,100183,treatment,1
02.03.2023,100184,control,0
02.03.2023,100185,treatment,0
02.03.2023,100186,control,0
02.03.2023,100187,treatment,0
02.03.2023,100188,control,0
02.03.2023,100189,treatment,0
02.03.2023,100190,control,0
02.03.2023,100191,treatment,0
02.03.2023,100192,control,0
02.03.2023,100193,treatment,0
02.03.2023,100194,control,0
02.03.2023,100195,treatment,0
02.03.2023,100196,control,0
02.03.2023,100197,treatment,0
02.03.2023,100198,control,0
02.03.2023,100199,treatment,0
02.03.2023,100200,control,0
02.03.2023,100201,treatment,0
02.03.2023,100202,control,1
02.03.2023,100203,treatment,0
02.03.2023,100204,control,0
02.03.2023,100205,treatment,1
02.03.2023,100206,control,0
02.03.2023,100207,treatment,0
02.03.2023,100208,control,0
02.03.2023,100209,treatment,0
02.03.2023,100210,control,0
02.03.2023,100211,treatment,0
02.03.2023,100212,control,0
02.03.2023,100213,treatment,0
02.03.2023,100214,control,0
02.03.2023,100215,treatment,0
02.03.2023,100216,control,0
02.03.2023,100217,treatment,0
02.03.2023,100218,control,0
02.03.2023,100219,treatment,0
02.03.2023,100220,control,0
02.03.2023,100221,treatment,0
02.03.2023,100222,control,0
02.03.2023,100223,treatment,0
02.03.2023,100224,control,0
02.03.2023,100225,treatment,0
02.03.2023,100226,control,0
02.03.2023,100227,treatment,0
02.03.2023,100228,control,0
02.03.2023,100229,treatment,1
03.03.2023,100000,control,1
03.03.2023,100001,control,0
03.03.2023,100002,control,0
03.03.2023,100003,control,0
03.03.2023,100004,control,0
03.03.2023,100005,control,0
03.03.2023,100006,control,0
03.03.2023,100007,control,0
03.03.2023,100008,control,0
03.03.2023,100009,control,0
03.03.2023,100010,control,0
03.03.2023,100011,control,0
03.03.2023,100012,control,0
03.03.2023,100013,control,0
03.03.2023,100014,control,0
03.03.2023,100015,control,0
03.03.2023,100016,control,0
03.03.2023,100017,control,0
03.03.2023,100018,control,0
03.03.2023,100019,control,0
03.03.2023,100020,control,0
03.03.2023,100021,control,0
03.03.2023,100022,control,0
03.03.2023,100023,control,0
03.03.2023,100024,control,0
03.03.2023,100025,control,0
03.03.2023,100026,control,0
03.03.2023,100027,control,0
03.03.2023,100028,control,1
03.03.2023,100029,control,0
03.03.2023,100030,control,0
03.03.2023,100031,control,0
03.03.2023,100032,control,0
03.03.2023,100033,control,1
03.03.2023,100034,control,0
03.03.2023,100035,control,0
03.03.2023,100036,control,0
03.03.2023,100037,control,0
03.03.2023,100038,control,0
03.03.2023,100039,control,0
03.03.2023,100040,control,0
03.03.2023,100041,control,0
03.03.2023,100042,control,0
03.03.2023,100043,control,0
03.03.2023,100044,control,1
03.03.2023,100045,control,0
03.03.2023,100046,control,0
03.03.2023,100047,control,0
03.03.2023,100048,control,0
03.03.2023,100049,control,0
03.03.2023,100050,control,0
03.03.2023,100051,control,0
03.03.2023,100052,control,1
03.03.2023,100053,treatment,0
03.03.2023,100054,treatment,0
03.03.2023,100055,treatment,0
03.03.2023,100056,treatment,0
03.03.2023,100057,treatment,0
03.03.2023,100058,treatment,0
03.03.2023,100059,treatment,0
03.03.2023,100060,treatment,0
03.03.2023,100061,treatment,0
03.03.2023,100062,treatment,0
03.03.2023,100063,treatment,0
03.03.2023,100064,treatment,0
03.03.2023,100065,treatment,0
03.03.2023,100066,treatment,0
03.03.2023,100067,treatment,0
03.03.2023,100068,treatment,0
03.03.2023,100069,treatment,0
03.03.2023,100070,treatment,0
03.03.2023,100071,treatment,0
03.03.2023,100072,treatment,0
03.03.2023,100073,treatment,0
03.03.2023,100074,treatment,0
03.03.2023,100075,treatment,0
03.03.2023,100076,treatment,0
03.03.2023,100077,treatment,0
03.03.2023,100078,treatment,0
03.03.2023,100079,treatment,0
03.03.2023,100080,treatment,0
03.03.2023,100081,treatment,0
03.03.2023,100082,treatment,0
03.03.2023,100083,treatment,0
03.03.2023,100084,treatment,0
03.03.2023,100085,treatment,0
03.03.2023,100086,treatment,0
03.03.2023,100087,treatment,0
03.03.2023,100088,treatment,0
03.03.2023,100089,treatment,0
03.03.2023,100090,treatment,0
03.03.2023,100091,treatment,0
03.03.2023,100092,treatment,0
03.03.2023,100093,treatment,0
03.03.2023,100094,treatment,0
03.03.2023,100095,treatment,0
03.03.2023,100096,treatment,0
03.03.2023,100097,treatment,0
03.03.2023,100098,treatment,0
03.03.2023,100099,treatment,0
03.03.2023,100100,control,0
03.03.2023,100101,control,0
03.03.2023,100102,control,0
03.03.2023,100103,control,0
03.03.2023,100104,control,0
03.03.2023,100105,control,0
03.03.2023,100106,control,0
03.03.2023,100107,control,0
03.03.2023,100108,control,0
03.03.2023,100109,control,0
03.03.2023,100110,control,0
03.03.2023,100111,control,0
03.03.2023,100112,control,0
03.03.2023,100113,control,0
03.03.2023,100114,control,0
03.03.2023,100115,control,0
03.03.2023,100116,control,0
03.03.2023,100117,control,0
03.03.2023,100118,control,0
03.03.2023,100119,control,0
03.03.2023,100120,control,0
03.03.2023,100121,control,0
03.03.2023,100122,control,0
03.03.2023,100123,control,0
03.03.2023,100124,control,0
03.03.2023,100125,control,0
03.03.2023,100126,control,0
03.03.2023,100127,control,0
03.03.2023,100128,control,0
03.03.2023,100129,control,0
03.03.2023,100130,control,0
03.03.2023,100131,control,0
03.03.2023,100132,control,0
03.03.2023,100133,control,0
03.03.2023,100134,control,0
03.03.2023,100135,control,0
03.03.2023,100136,control,1
03.03.2023,100137,control,0
03.03.2023,100138,control,0
03.03.2023,100139,control,1
03.03.2023,100140,control,0
03.03.2023,100141,control,0
03.03.2023,100142,control,0
03.03.2023,100143,control,0
03.03.2023,100144,control,0
03.03.2023,100145,control,0
03.03.2023,100146,control,0
03.03.2023,100147,control,0
03.03.2023,100148,control,0
03.03.2023,100149,control,0
03.03.2023,100150,control,0
03.03.2023,100151,control,0
03.03.2023,100152,control,0
03.03.2023,100153,treatment,0
03.03.2023,100154,treatment,0
03.03.2023,100155,treatment,0
03.03.2023,100156,treatment,0
03.03.2023,100157,treatment,0
03.03.2023,100158,treatment,0
03.03.2023,100159,treatment,0
03.03.2023,100160,treatment,0
03.03.2023,100161,treatment,0
03.03.2023,100162,treatment,0
03.03.2023,100163,treatment,0
03.03.2023,100164,treatment,0
03.03.2023,100165,treatment,0
03.03.2023,100166,treatment,0
03.03.2023,100167,treatment,0
03.03.2023,100168,treatment,0
03.03.2023,100169,treatment,0
03.03.2023,100170,treatment,0
03.03.2023,100171,treatment,0
03.03.2023,100172,treatment,0
03.03.2023,100173,treatment,0
03.03.2023,100174,treatment,0
03.03.2023,100175,treatment,0
03.03.2023,100176,treatment,0
03.03.2023,100177,treatment,0
03.03.2023,100178,treatment,0
03.03.2023,100179,treatment,0
03.03.2023,100180,treatment,0
03.03.2023,100181,treatment,0
03.03.2023,100182,treatment,0
03.03.2023,100183,treatment,0
03.03.2023,100184,treatment,0
03.03.2023,100185,treatment,0
03.03.2023,100186,treatment,0
03.03.2023,100187,treatment,0
03.03.2023,100188,treatment,0
03.03.2023,100189,treatment,0
03.03.2023,100190,treatment,0
03.03.2023,100191,treatment,0
03.03.2023,100192,treatment,0
03.03.2023,100193,treatment,0
03.03.2023,100194,treatment,0
03.03.2023,100195,treatment,0
03.03.2023,100196,treatment,0
03.03.2023,100197,treatment,0
03.03.2023,100198,treatment,0
03.03.2023,100199,treatment,0
03.03.2023,100200,control,0
03.03.2023,100201,control,0
03.03.2023,100202,control,0
03.03.2023,100203,control,0
03.03.2023,100204,control,0
03.03.2023,100205,control,0
03.03.2023,100206,control,0
03.03.2023,100207,control,0
03.03.2023,100208,control,1
03.03.2023,100209,control,0
03.03.2023,100210,control,0
03.03.2023,100211,control,0
03.03.2023,100212,control,0
03.03.2023,100213,control,0
03.03.2023,100214,control,0
03.03.2023,100215,control,0
03.03.2023,100216,control,0
03.03.2023,100217,control,0
03.03.2023,100218,control,0
03.03.2023,100219,control,0
03.03.2023,100220,control,0
03.03.2023,100221,control,0
03.03.2023,100222,control,0
03.03.2023,100223,control,0
03.03.2023,100224,control,0
03.03.2023,100225,control,0
03.03.2023,100226,control,0
03.03.2023,100227,control,1
03.03.2023,100228,control,0
03.03.2023,100229,control,0
03.03.2023,100230,control,0
03.03.2023,100231,control,0
03.03.2023,100232,control,0
03.03.2023,100233,control,0
03.03.2023,100234,control,0
03.03.2023,100235,control,0
03.03.2023,100236,control,0
03.03.2023,100237,control,0
03.03.2023,100238,control,0
03.03.2023,100239,control,0
03.03.2023,100240,control,1
03.03.2023,100241,control,0
03.03.2023,100242,control,1
03.03.2023,100243,control,0
03.03.2023,100244,control,0
03.03.2023,100245,control,0
03.03.2023,100246,control,0
03.03.2023,100247,control,0
03.03.2023,100248,control,0
03.03.2023,100249,control,0
03.03.2023,100250,control,0
04.03.2023,100000,control,0
04.03.2023,100001,control,0
04.03.2023,100002,control,0
04.03.2023,100003,control,0
04.03.2023,100004,control,0
04.03.2023,100005,control,0
04.03.2023,100006,control,1
04.03.2023,100007,control,0
04.03.2023,100008,control,0
04.03.2023,100009,control,0
04.03.2023,100010,control,0
04.03.2023,100011,control,0
04.03.2023,100012,control,0
04.03.2023,100013,control,0
04.03.2023,100014,control,0
04.03.2023,100015,control,0
04.03.2023,100016,control,0
04.03.2023,100017,control,0
04.03.2023,100018,control,0
04.03.2023,100019,control,0
04.03.2023,100020,control,0
04.03.2023,100021,control,0
04.03.2023,100022,control,0
04.03.2023,100023,control,0
04.03.2023,100024,control,0
04.03.2023,100025,control,0
04.03.2023,100026,control,0
04.03.2023,100027,control,0
04.03.2023,100028,control,1
04.03.2023,100029,control,0
04.03.2023,100030,control,1
04.03.2023,100031,control,0
04.03.2023,100032,control,0
04.03.2023,100033,control,0
04.03.2023,100034,control,0
04.03.2023,100035,control,0
04.03.2023,100036,control,0
04.03.2023,100037,control,0
04.03.2023,100038,control,0
04.03.2023,100039,control,0
04.03.2023,100040,control,0
04.03.2023,100041,control,0
04.03.2023,100042,control,0
04.03.2023,100043,control,0
04.03.2023,100044,control,0
04.03.2023,100045,control,0
04.03.2023,100046,control,0
04.03.2023,100047,control,0
04.03.2023,100048,control,0
04.03.2023,100049,control,0
04.03.2023,100050,control,0
04.03.2023,100051,control,0
04.03.2023,100052,control,0
04.03.2023,100053,control,0
04.03.2023,100054,control,0
04.03.2023,100055,control,0
04.03.2023,100056,control,0
04.03.2023,100057,control,0
04.03.2023,100058,control,0
04.03.2023,100059,control,0
04.03.2023,100060,control,0
04.03.2023,100061,control,0
04.03.2023,100062,control,0
04.03.2023,100063,control,0
04.03.2023,100064,control,0
04.03.2023,100065,control,0
04.03.2023,100066,control,0
04.03.2023,100067,control,1
04.03.2023,100068,control,0
04.03.2023,100069,control,0
04.03.2023,100070,control,1
04.03.2023,100071,control,0
04.03.2023,100072,control,1
04.03.2023,100073,control,0
04.03.2023,100074,control,0
04.03.2023,100075,control,0
04.03.2023,100076,control,0
04.03.2023,100077,control,0
04.03.2023,100078,control,0
04.03.2023,100079,control,0
04.03.2023,100080,control,0
04.03.2023,100081,control,0
04.03.2023,100082,control,0
04.03.2023,100083,control,0
04.03.2023,100084,control,0
04.03.2023,100085,control,0
04.03.2023,100086,control,0
04.03.2023,100087,control,0
04.03.2023,100088,control,0
04.03.2023,100089,control,0
04.03.2023,100090,control,0
04.03.2023,100091,control,0
04.03.2023,100092,control,0
04.03.2023,100093,control,1
04.03.2023,100094,control,0
04.03.2023,100095,treatment,0
04.03.2023,100096,treatment,0
04.03.2023,100097,treatment,0
04.03.2023,100098,treatment,0
04.03.2023,100099,treatment,0
04.03.2023,100100,control,0
04.03.2023,100101,control,0
04.03.2023,100102,control,0
04.03.2023,100103,control,0
04.03.2023,100104,control,0
04.03.2023,100105,control,1
04.03.2023,100106,control,0
04.03.2023,100107,control,0
04.03.2023,100108,control,0
04.03.2023,100109,control,0
04.03.2023,100110,control,0
04.03.2023,100111,control,0
04.03.2023,100112,control,0
04.03.2023,100113,control,0
04.03.2023,100114,control,0
04.03.2023,100115,control,0
04.03.2023,100116,control,0
04.03.2023,100117,control,0
04.03.2023,100118,control,0
04.03.2023,100119,control,0
04.03.2023,100120,control,0
04.03.2023,100121,control,0
04.03.2023,100122,control,0
04.03.2023,100123,control,0
04.03.2023,100124,control,0
04.03.2023,100125,control,0
04.03.2023,100126,control,1
04.03.2023,100127,control,0
04.03.2023,100128,control,0
04.03.2023,100129,control,0
04.03.2023,100130,control,0
04.03.2023,100131,control,0
04.03.2023,100132,control,0
04.03.2023,100133,control,0
04.03.2023,100134,control,0
04.03.2023,100135,control,0
04.03.2023,100136,control,0
04.03.2023,100137,control,0
04.03.2023,100138,control,0
04.03.2023,100139,control,0
04.03.2023,100140,control,0
04.03.2023,100141,control,1
04.03.2023,100142,control,0
04.03.2023,100143,control,0
04.03.2023,100144,control,0
04.03.2023,100145,control,0
04.03.2023,100146,control,0
04.03.2023,100147,control,1
04.03.2023,100148,control,0
04.03.2023,100149,control,0
04.03.2023,100150,control,0
04.03.2023,100151,control,0
04.03.2023,100152,control,0
04.03.2023,100153,control,0
04.03.2023,100154,control,0
04.03.2023,100155,control,1
04.03.2023,100156,control,0
04.03.2023,100157,control,0
04.03.2023,100158,control,0
04.03.2023,100159,control,0
04.03.2023,100160,control,0
04.03.2023,100161,control,0
04.03.2023,100162,control,1
04.03.2023,100163,control,0
04.03.2023,100164,control,0
04.03.2023,100165,control,1
04.03.2023,100166,control,0
04.03.2023,100167,control,0
04.03.2023,100168,control,0
04.03.2023,100169,control,0
04.03.2023,100170,control,0
04.03.2023,100171,control,0
04.03.2023,100172,control,0
04.03.2023,100173,control,0
04.03.2023,100174,control,0
04.03.2023,100175,control,0
04.03.2023,100176,control,0
04.03.2023,100177,control,0
04.03.2023,100178,control,0
04.03.2023,100179,control,0
04.03.2023,100180,control,0
04.03.2023,100181,control,0
04.03.2023,100182,control,0
04.03.2023,100183,control,0
04.03.2023,100184,control,0
04.03.2023,100185,control,0
04.03.2023,100186,control,0
04.03.2023,100187,control,0
04.03.2023,100188,control,0
04.03.2023,100189,control,0
04.03.2023,100190,control,0
04.03.2023,100191,control,0
04.03.2023,100192,control,0
04.03.2023,100193,control,0
04.03.2023,100194,control,0
04.03.2023,100195,treatment,0
04.03.2023,100196,treatment,0
04.03.2023,100197,treatment,0
04.03.2023,100198,treatment,0
04.03.2023,100199,treatment,0
04.03.2023,100200,control,0
04.03.2023,100201,control,0
04.03.2023,100202,control,0
04.03.2023,100203,control,0
04.03.2023,100204,control,0
04.03.2023,100205,control,0
04.03.2023,100206,control,0
04.03.2023,100207,control,0
04.03.2023,100208,control,0
04.03.2023,100209,control,0
04.03.2023,100210,control,0
04.03.2023,100211,control,0
04.03.2023,100212,control,0
04.03.2023,100213,control,0
04.03.2023,100214,control,0
04.03.2023,100215,control,0
04.03.2023,100216,control,0
04.03.2023,100217,control,0
04.03.2023,100218,control,0
